segment_id	seek	segment_start	segment_end	segment_text	tokens	temperature	avg_logprob	compression_ratio	no_speech_prob	segment_confidence	word_text	word_start	word_end	word_confidence
21	18748	199.44	201.36	 Sen står det inte här vad hon har för betyg.	[50964, 3862, 37019, 1141, 2830, 6533, 16684, 2157, 2233, 4816, 778, 18103, 13, 51064]	0.0	-0.35737690963144375	1.5598455598455598	0.004879474639892578	0.736	för	200.68	200.78	0.859
21	18748	199.44	201.36	 Sen står det inte här vad hon har för betyg.	[50964, 3862, 37019, 1141, 2830, 6533, 16684, 2157, 2233, 4816, 778, 18103, 13, 51064]	0.0	-0.35737690963144375	1.5598455598455598	0.004879474639892578	0.736	betyg.	200.78	201.36	0.857
22	18748	201.84	203.66	 Alla hade ju precis samma experience.	[51064, 1057, 64, 25027, 3649, 7974, 43407, 1752, 13, 51164]	0.0	-0.35737690963144375	1.5598455598455598	0.004879474639892578	0.772	Alla	201.84	202.1	0.909
22	18748	201.84	203.66	 Alla hade ju precis samma experience.	[51064, 1057, 64, 25027, 3649, 7974, 43407, 1752, 13, 51164]	0.0	-0.35737690963144375	1.5598455598455598	0.004879474639892578	0.772	hade	202.1	202.28	0.733
22	18748	201.84	203.66	 Alla hade ju precis samma experience.	[51064, 1057, 64, 25027, 3649, 7974, 43407, 1752, 13, 51164]	0.0	-0.35737690963144375	1.5598455598455598	0.004879474639892578	0.772	ju	202.28	202.46	0.489
22	18748	201.84	203.66	 Alla hade ju precis samma experience.	[51064, 1057, 64, 25027, 3649, 7974, 43407, 1752, 13, 51164]	0.0	-0.35737690963144375	1.5598455598455598	0.004879474639892578	0.772	precis	202.46	202.92	0.763
22	18748	201.84	203.66	 Alla hade ju precis samma experience.	[51064, 1057, 64, 25027, 3649, 7974, 43407, 1752, 13, 51164]	0.0	-0.35737690963144375	1.5598455598455598	0.004879474639892578	0.772	samma	202.92	203.26	0.955
22	18748	201.84	203.66	 Alla hade ju precis samma experience.	[51064, 1057, 64, 25027, 3649, 7974, 43407, 1752, 13, 51164]	0.0	-0.35737690963144375	1.5598455598455598	0.004879474639892578	0.772	experience.	203.26	203.66	0.76
23	18748	203.98	207.18	 Man förstod ju rätt snabbt att det tittade inte jag så mycket på.	[51164, 2458, 32864, 378, 3649, 38494, 2406, 455, 4517, 951, 1141, 37419, 762, 2830, 6368, 4719, 16780, 4170, 13, 51364]	0.0	-0.35737690963144375	1.5598455598455598	0.004879474639892578	0.688	Man	203.98	204.9	0.415
23	18748	203.98	207.18	 Man förstod ju rätt snabbt att det tittade inte jag så mycket på.	[51164, 2458, 32864, 378, 3649, 38494, 2406, 455, 4517, 951, 1141, 37419, 762, 2830, 6368, 4719, 16780, 4170, 13, 51364]	0.0	-0.35737690963144375	1.5598455598455598	0.004879474639892578	0.688	förstod	204.9	205.56	0.91
23	18748	203.98	207.18	 Man förstod ju rätt snabbt att det tittade inte jag så mycket på.	[51164, 2458, 32864, 378, 3649, 38494, 2406, 455, 4517, 951, 1141, 37419, 762, 2830, 6368, 4719, 16780, 4170, 13, 51364]	0.0	-0.35737690963144375	1.5598455598455598	0.004879474639892578	0.688	ju	205.56	205.68	0.388
23	18748	203.98	207.18	 Man förstod ju rätt snabbt att det tittade inte jag så mycket på.	[51164, 2458, 32864, 378, 3649, 38494, 2406, 455, 4517, 951, 1141, 37419, 762, 2830, 6368, 4719, 16780, 4170, 13, 51364]	0.0	-0.35737690963144375	1.5598455598455598	0.004879474639892578	0.688	rätt	205.68	205.78	0.494
23	18748	203.98	207.18	 Man förstod ju rätt snabbt att det tittade inte jag så mycket på.	[51164, 2458, 32864, 378, 3649, 38494, 2406, 455, 4517, 951, 1141, 37419, 762, 2830, 6368, 4719, 16780, 4170, 13, 51364]	0.0	-0.35737690963144375	1.5598455598455598	0.004879474639892578	0.688	snabbt	205.78	206.02	0.67
23	18748	203.98	207.18	 Man förstod ju rätt snabbt att det tittade inte jag så mycket på.	[51164, 2458, 32864, 378, 3649, 38494, 2406, 455, 4517, 951, 1141, 37419, 762, 2830, 6368, 4719, 16780, 4170, 13, 51364]	0.0	-0.35737690963144375	1.5598455598455598	0.004879474639892578	0.688	att	206.02	206.08	0.828
23	18748	203.98	207.18	 Man förstod ju rätt snabbt att det tittade inte jag så mycket på.	[51164, 2458, 32864, 378, 3649, 38494, 2406, 455, 4517, 951, 1141, 37419, 762, 2830, 6368, 4719, 16780, 4170, 13, 51364]	0.0	-0.35737690963144375	1.5598455598455598	0.004879474639892578	0.688	det	206.08	206.22	0.575
23	18748	203.98	207.18	 Man förstod ju rätt snabbt att det tittade inte jag så mycket på.	[51164, 2458, 32864, 378, 3649, 38494, 2406, 455, 4517, 951, 1141, 37419, 762, 2830, 6368, 4719, 16780, 4170, 13, 51364]	0.0	-0.35737690963144375	1.5598455598455598	0.004879474639892578	0.688	tittade	206.22	206.6	0.76
23	18748	203.98	207.18	 Man förstod ju rätt snabbt att det tittade inte jag så mycket på.	[51164, 2458, 32864, 378, 3649, 38494, 2406, 455, 4517, 951, 1141, 37419, 762, 2830, 6368, 4719, 16780, 4170, 13, 51364]	0.0	-0.35737690963144375	1.5598455598455598	0.004879474639892578	0.688	inte	206.6	206.72	0.518
23	18748	203.98	207.18	 Man förstod ju rätt snabbt att det tittade inte jag så mycket på.	[51164, 2458, 32864, 378, 3649, 38494, 2406, 455, 4517, 951, 1141, 37419, 762, 2830, 6368, 4719, 16780, 4170, 13, 51364]	0.0	-0.35737690963144375	1.5598455598455598	0.004879474639892578	0.688	jag	206.72	206.84	0.897
23	18748	203.98	207.18	 Man förstod ju rätt snabbt att det tittade inte jag så mycket på.	[51164, 2458, 32864, 378, 3649, 38494, 2406, 455, 4517, 951, 1141, 37419, 762, 2830, 6368, 4719, 16780, 4170, 13, 51364]	0.0	-0.35737690963144375	1.5598455598455598	0.004879474639892578	0.688	så	206.84	206.92	0.885
23	18748	203.98	207.18	 Man förstod ju rätt snabbt att det tittade inte jag så mycket på.	[51164, 2458, 32864, 378, 3649, 38494, 2406, 455, 4517, 951, 1141, 37419, 762, 2830, 6368, 4719, 16780, 4170, 13, 51364]	0.0	-0.35737690963144375	1.5598455598455598	0.004879474639892578	0.688	mycket	206.92	207.08	0.81
23	18748	203.98	207.18	 Man förstod ju rätt snabbt att det tittade inte jag så mycket på.	[51164, 2458, 32864, 378, 3649, 38494, 2406, 455, 4517, 951, 1141, 37419, 762, 2830, 6368, 4719, 16780, 4170, 13, 51364]	0.0	-0.35737690963144375	1.5598455598455598	0.004879474639892578	0.688	på.	207.08	207.18	0.943
24	18748	207.18	210.08	 Jag var mer intresserad av har jag min kandidat eller har jag min master.	[51364, 9014, 1374, 3551, 560, 37278, 345, 1305, 2233, 6368, 923, 350, 48810, 267, 12519, 2233, 6368, 923, 4505, 13, 51514]	0.0	-0.35737690963144375	1.5598455598455598	0.004879474639892578	0.693	Jag	207.18	207.42	0.272
24	18748	207.18	210.08	 Jag var mer intresserad av har jag min kandidat eller har jag min master.	[51364, 9014, 1374, 3551, 560, 37278, 345, 1305, 2233, 6368, 923, 350, 48810, 267, 12519, 2233, 6368, 923, 4505, 13, 51514]	0.0	-0.35737690963144375	1.5598455598455598	0.004879474639892578	0.693	var	207.42	207.5	0.804
24	18748	207.18	210.08	 Jag var mer intresserad av har jag min kandidat eller har jag min master.	[51364, 9014, 1374, 3551, 560, 37278, 345, 1305, 2233, 6368, 923, 350, 48810, 267, 12519, 2233, 6368, 923, 4505, 13, 51514]	0.0	-0.35737690963144375	1.5598455598455598	0.004879474639892578	0.693	mer	207.5	207.7	0.924
24	18748	207.18	210.08	 Jag var mer intresserad av har jag min kandidat eller har jag min master.	[51364, 9014, 1374, 3551, 560, 37278, 345, 1305, 2233, 6368, 923, 350, 48810, 267, 12519, 2233, 6368, 923, 4505, 13, 51514]	0.0	-0.35737690963144375	1.5598455598455598	0.004879474639892578	0.693	intresserad	207.7	208.18	0.857
24	18748	207.18	210.08	 Jag var mer intresserad av har jag min kandidat eller har jag min master.	[51364, 9014, 1374, 3551, 560, 37278, 345, 1305, 2233, 6368, 923, 350, 48810, 267, 12519, 2233, 6368, 923, 4505, 13, 51514]	0.0	-0.35737690963144375	1.5598455598455598	0.004879474639892578	0.693	av	208.18	208.32	0.672
24	18748	207.18	210.08	 Jag var mer intresserad av har jag min kandidat eller har jag min master.	[51364, 9014, 1374, 3551, 560, 37278, 345, 1305, 2233, 6368, 923, 350, 48810, 267, 12519, 2233, 6368, 923, 4505, 13, 51514]	0.0	-0.35737690963144375	1.5598455598455598	0.004879474639892578	0.693	har	208.32	208.5	0.331
24	18748	207.18	210.08	 Jag var mer intresserad av har jag min kandidat eller har jag min master.	[51364, 9014, 1374, 3551, 560, 37278, 345, 1305, 2233, 6368, 923, 350, 48810, 267, 12519, 2233, 6368, 923, 4505, 13, 51514]	0.0	-0.35737690963144375	1.5598455598455598	0.004879474639892578	0.693	jag	208.5	208.64	0.301
24	18748	207.18	210.08	 Jag var mer intresserad av har jag min kandidat eller har jag min master.	[51364, 9014, 1374, 3551, 560, 37278, 345, 1305, 2233, 6368, 923, 350, 48810, 267, 12519, 2233, 6368, 923, 4505, 13, 51514]	0.0	-0.35737690963144375	1.5598455598455598	0.004879474639892578	0.693	min	208.64	208.68	0.451
24	18748	207.18	210.08	 Jag var mer intresserad av har jag min kandidat eller har jag min master.	[51364, 9014, 1374, 3551, 560, 37278, 345, 1305, 2233, 6368, 923, 350, 48810, 267, 12519, 2233, 6368, 923, 4505, 13, 51514]	0.0	-0.35737690963144375	1.5598455598455598	0.004879474639892578	0.693	kandidat	208.68	209.24	0.922
24	18748	207.18	210.08	 Jag var mer intresserad av har jag min kandidat eller har jag min master.	[51364, 9014, 1374, 3551, 560, 37278, 345, 1305, 2233, 6368, 923, 350, 48810, 267, 12519, 2233, 6368, 923, 4505, 13, 51514]	0.0	-0.35737690963144375	1.5598455598455598	0.004879474639892578	0.693	eller	209.24	209.36	0.823
24	18748	207.18	210.08	 Jag var mer intresserad av har jag min kandidat eller har jag min master.	[51364, 9014, 1374, 3551, 560, 37278, 345, 1305, 2233, 6368, 923, 350, 48810, 267, 12519, 2233, 6368, 923, 4505, 13, 51514]	0.0	-0.35737690963144375	1.5598455598455598	0.004879474639892578	0.693	har	209.36	209.5	0.868
24	18748	207.18	210.08	 Jag var mer intresserad av har jag min kandidat eller har jag min master.	[51364, 9014, 1374, 3551, 560, 37278, 345, 1305, 2233, 6368, 923, 350, 48810, 267, 12519, 2233, 6368, 923, 4505, 13, 51514]	0.0	-0.35737690963144375	1.5598455598455598	0.004879474639892578	0.693	jag	209.5	209.54	0.86
24	18748	207.18	210.08	 Jag var mer intresserad av har jag min kandidat eller har jag min master.	[51364, 9014, 1374, 3551, 560, 37278, 345, 1305, 2233, 6368, 923, 350, 48810, 267, 12519, 2233, 6368, 923, 4505, 13, 51514]	0.0	-0.35737690963144375	1.5598455598455598	0.004879474639892578	0.693	min	209.54	209.68	0.931
24	18748	207.18	210.08	 Jag var mer intresserad av har jag min kandidat eller har jag min master.	[51364, 9014, 1374, 3551, 560, 37278, 345, 1305, 2233, 6368, 923, 350, 48810, 267, 12519, 2233, 6368, 923, 4505, 13, 51514]	0.0	-0.35737690963144375	1.5598455598455598	0.004879474639892578	0.693	master.	209.68	210.08	0.786
25	18748	210.12	211.94	 Det var där man kunde urskilja.	[51514, 4237, 1374, 12976, 587, 350, 13271, 4038, 5161, 388, 2938, 13, 51614]	0.0	-0.35737690963144375	1.5598455598455598	0.004879474639892578	0.795	Det	210.12	210.3	0.823
25	18748	210.12	211.94	 Det var där man kunde urskilja.	[51514, 4237, 1374, 12976, 587, 350, 13271, 4038, 5161, 388, 2938, 13, 51614]	0.0	-0.35737690963144375	1.5598455598455598	0.004879474639892578	0.795	var	210.3	210.4	0.907
25	18748	210.12	211.94	 Det var där man kunde urskilja.	[51514, 4237, 1374, 12976, 587, 350, 13271, 4038, 5161, 388, 2938, 13, 51614]	0.0	-0.35737690963144375	1.5598455598455598	0.004879474639892578	0.795	där	210.4	210.82	0.453
25	18748	210.12	211.94	 Det var där man kunde urskilja.	[51514, 4237, 1374, 12976, 587, 350, 13271, 4038, 5161, 388, 2938, 13, 51614]	0.0	-0.35737690963144375	1.5598455598455598	0.004879474639892578	0.795	man	210.82	211.04	0.901
25	18748	210.12	211.94	 Det var där man kunde urskilja.	[51514, 4237, 1374, 12976, 587, 350, 13271, 4038, 5161, 388, 2938, 13, 51614]	0.0	-0.35737690963144375	1.5598455598455598	0.004879474639892578	0.795	kunde	211.04	211.26	0.943
25	18748	210.12	211.94	 Det var där man kunde urskilja.	[51514, 4237, 1374, 12976, 587, 350, 13271, 4038, 5161, 388, 2938, 13, 51614]	0.0	-0.35737690963144375	1.5598455598455598	0.004879474639892578	0.795	urskilja.	211.26	211.94	0.78
26	18748	213.82	215.58	 Ska vi titta från början på de här CV-na?	[51664, 318, 2330, 1932, 256, 21870, 18669, 21175, 14763, 4170, 368, 6533, 22995, 12, 629, 30, 51764]	0.0	-0.35737690963144375	1.5598455598455598	0.004879474639892578	0.699	Ska	213.82	213.96	0.851
26	18748	213.82	215.58	 Ska vi titta från början på de här CV-na?	[51664, 318, 2330, 1932, 256, 21870, 18669, 21175, 14763, 4170, 368, 6533, 22995, 12, 629, 30, 51764]	0.0	-0.35737690963144375	1.5598455598455598	0.004879474639892578	0.699	vi	213.96	214.06	0.908
26	18748	213.82	215.58	 Ska vi titta från början på de här CV-na?	[51664, 318, 2330, 1932, 256, 21870, 18669, 21175, 14763, 4170, 368, 6533, 22995, 12, 629, 30, 51764]	0.0	-0.35737690963144375	1.5598455598455598	0.004879474639892578	0.699	titta	214.06	214.38	0.77
26	18748	213.82	215.58	 Ska vi titta från början på de här CV-na?	[51664, 318, 2330, 1932, 256, 21870, 18669, 21175, 14763, 4170, 368, 6533, 22995, 12, 629, 30, 51764]	0.0	-0.35737690963144375	1.5598455598455598	0.004879474639892578	0.699	från	214.38	214.56	0.735
26	18748	213.82	215.58	 Ska vi titta från början på de här CV-na?	[51664, 318, 2330, 1932, 256, 21870, 18669, 21175, 14763, 4170, 368, 6533, 22995, 12, 629, 30, 51764]	0.0	-0.35737690963144375	1.5598455598455598	0.004879474639892578	0.699	början	214.56	214.84	0.963
26	18748	213.82	215.58	 Ska vi titta från början på de här CV-na?	[51664, 318, 2330, 1932, 256, 21870, 18669, 21175, 14763, 4170, 368, 6533, 22995, 12, 629, 30, 51764]	0.0	-0.35737690963144375	1.5598455598455598	0.004879474639892578	0.699	på	214.84	214.98	0.95
26	18748	213.82	215.58	 Ska vi titta från början på de här CV-na?	[51664, 318, 2330, 1932, 256, 21870, 18669, 21175, 14763, 4170, 368, 6533, 22995, 12, 629, 30, 51764]	0.0	-0.35737690963144375	1.5598455598455598	0.004879474639892578	0.699	de	214.98	215.08	0.713
26	18748	213.82	215.58	 Ska vi titta från början på de här CV-na?	[51664, 318, 2330, 1932, 256, 21870, 18669, 21175, 14763, 4170, 368, 6533, 22995, 12, 629, 30, 51764]	0.0	-0.35737690963144375	1.5598455598455598	0.004879474639892578	0.699	här	215.08	215.18	0.765
26	18748	213.82	215.58	 Ska vi titta från början på de här CV-na?	[51664, 318, 2330, 1932, 256, 21870, 18669, 21175, 14763, 4170, 368, 6533, 22995, 12, 629, 30, 51764]	0.0	-0.35737690963144375	1.5598455598455598	0.004879474639892578	0.699	CV-na?	215.18	215.58	0.364
27	21548	216.26	217.34	 Ja, exakt.	[50364, 3530, 11, 454, 5886, 13, 50464]	0.0	-0.312918640318371	1.3353658536585367	0.005498349200934172	0.903	Ja,	216.26	216.56	0.864
27	21548	216.26	217.34	 Ja, exakt.	[50364, 3530, 11, 454, 5886, 13, 50464]	0.0	-0.312918640318371	1.3353658536585367	0.005498349200934172	0.903	exakt.	216.94	217.34	0.924
28	21548	218.98	219.32	 Tack.	[50514, 38405, 13, 50564]	0.0	-0.312918640318371	1.3353658536585367	0.005498349200934172	0.877	Tack.	218.98	219.32	0.877
29	21548	224.42	225.8	 Här står det ingenting om betyg.	[50764, 35539, 37019, 1141, 3957, 49265, 3406, 778, 18103, 13, 50864]	0.0	-0.312918640318371	1.3353658536585367	0.005498349200934172	0.727	Här	224.42	224.6	0.84
29	21548	224.42	225.8	 Här står det ingenting om betyg.	[50764, 35539, 37019, 1141, 3957, 49265, 3406, 778, 18103, 13, 50864]	0.0	-0.312918640318371	1.3353658536585367	0.005498349200934172	0.727	står	224.6	224.78	0.867
29	21548	224.42	225.8	 Här står det ingenting om betyg.	[50764, 35539, 37019, 1141, 3957, 49265, 3406, 778, 18103, 13, 50864]	0.0	-0.312918640318371	1.3353658536585367	0.005498349200934172	0.727	det	224.78	224.86	0.44
29	21548	224.42	225.8	 Här står det ingenting om betyg.	[50764, 35539, 37019, 1141, 3957, 49265, 3406, 778, 18103, 13, 50864]	0.0	-0.312918640318371	1.3353658536585367	0.005498349200934172	0.727	ingenting	224.86	225.1	0.571
29	21548	224.42	225.8	 Här står det ingenting om betyg.	[50764, 35539, 37019, 1141, 3957, 49265, 3406, 778, 18103, 13, 50864]	0.0	-0.312918640318371	1.3353658536585367	0.005498349200934172	0.727	om	225.1	225.24	0.899
29	21548	224.42	225.8	 Här står det ingenting om betyg.	[50764, 35539, 37019, 1141, 3957, 49265, 3406, 778, 18103, 13, 50864]	0.0	-0.312918640318371	1.3353658536585367	0.005498349200934172	0.727	betyg.	225.24	225.8	0.913
30	21548	225.92	228.74	 Här kan man också se att han har tagit uppehåll då.	[50864, 35539, 4608, 587, 13312, 369, 951, 7276, 2233, 6162, 270, 11775, 13301, 1330, 285, 13762, 13, 51014]	0.0	-0.312918640318371	1.3353658536585367	0.005498349200934172	0.746	Här	225.92	226.12	0.815
30	21548	225.92	228.74	 Här kan man också se att han har tagit uppehåll då.	[50864, 35539, 4608, 587, 13312, 369, 951, 7276, 2233, 6162, 270, 11775, 13301, 1330, 285, 13762, 13, 51014]	0.0	-0.312918640318371	1.3353658536585367	0.005498349200934172	0.746	kan	226.12	226.24	0.9
30	21548	225.92	228.74	 Här kan man också se att han har tagit uppehåll då.	[50864, 35539, 4608, 587, 13312, 369, 951, 7276, 2233, 6162, 270, 11775, 13301, 1330, 285, 13762, 13, 51014]	0.0	-0.312918640318371	1.3353658536585367	0.005498349200934172	0.746	man	226.24	226.36	0.625
30	21548	225.92	228.74	 Här kan man också se att han har tagit uppehåll då.	[50864, 35539, 4608, 587, 13312, 369, 951, 7276, 2233, 6162, 270, 11775, 13301, 1330, 285, 13762, 13, 51014]	0.0	-0.312918640318371	1.3353658536585367	0.005498349200934172	0.746	också	226.36	226.46	0.514
30	21548	225.92	228.74	 Här kan man också se att han har tagit uppehåll då.	[50864, 35539, 4608, 587, 13312, 369, 951, 7276, 2233, 6162, 270, 11775, 13301, 1330, 285, 13762, 13, 51014]	0.0	-0.312918640318371	1.3353658536585367	0.005498349200934172	0.746	se	226.46	226.78	0.293
30	21548	225.92	228.74	 Här kan man också se att han har tagit uppehåll då.	[50864, 35539, 4608, 587, 13312, 369, 951, 7276, 2233, 6162, 270, 11775, 13301, 1330, 285, 13762, 13, 51014]	0.0	-0.312918640318371	1.3353658536585367	0.005498349200934172	0.746	att	226.78	227.04	0.753
30	21548	225.92	228.74	 Här kan man också se att han har tagit uppehåll då.	[50864, 35539, 4608, 587, 13312, 369, 951, 7276, 2233, 6162, 270, 11775, 13301, 1330, 285, 13762, 13, 51014]	0.0	-0.312918640318371	1.3353658536585367	0.005498349200934172	0.746	han	227.04	227.22	0.901
30	21548	225.92	228.74	 Här kan man också se att han har tagit uppehåll då.	[50864, 35539, 4608, 587, 13312, 369, 951, 7276, 2233, 6162, 270, 11775, 13301, 1330, 285, 13762, 13, 51014]	0.0	-0.312918640318371	1.3353658536585367	0.005498349200934172	0.746	har	227.22	227.34	0.88
30	21548	225.92	228.74	 Här kan man också se att han har tagit uppehåll då.	[50864, 35539, 4608, 587, 13312, 369, 951, 7276, 2233, 6162, 270, 11775, 13301, 1330, 285, 13762, 13, 51014]	0.0	-0.312918640318371	1.3353658536585367	0.005498349200934172	0.746	tagit	227.34	227.72	0.818
30	21548	225.92	228.74	 Här kan man också se att han har tagit uppehåll då.	[50864, 35539, 4608, 587, 13312, 369, 951, 7276, 2233, 6162, 270, 11775, 13301, 1330, 285, 13762, 13, 51014]	0.0	-0.312918640318371	1.3353658536585367	0.005498349200934172	0.746	uppehåll	227.72	228.56	0.943
30	21548	225.92	228.74	 Här kan man också se att han har tagit uppehåll då.	[50864, 35539, 4608, 587, 13312, 369, 951, 7276, 2233, 6162, 270, 11775, 13301, 1330, 285, 13762, 13, 51014]	0.0	-0.312918640318371	1.3353658536585367	0.005498349200934172	0.746	då.	228.56	228.74	0.565
31	21548	230.7	232.26	 Vad har han gjort på det året?	[51064, 24788, 2233, 7276, 37420, 4170, 1141, 8841, 1505, 30, 51214]	0.0	-0.312918640318371	1.3353658536585367	0.005498349200934172	0.854	Vad	230.7	230.88	0.737
31	21548	230.7	232.26	 Vad har han gjort på det året?	[51064, 24788, 2233, 7276, 37420, 4170, 1141, 8841, 1505, 30, 51214]	0.0	-0.312918640318371	1.3353658536585367	0.005498349200934172	0.854	har	230.88	230.98	0.836
31	21548	230.7	232.26	 Vad har han gjort på det året?	[51064, 24788, 2233, 7276, 37420, 4170, 1141, 8841, 1505, 30, 51214]	0.0	-0.312918640318371	1.3353658536585367	0.005498349200934172	0.854	han	230.98	231.08	0.904
31	21548	230.7	232.26	 Vad har han gjort på det året?	[51064, 24788, 2233, 7276, 37420, 4170, 1141, 8841, 1505, 30, 51214]	0.0	-0.312918640318371	1.3353658536585367	0.005498349200934172	0.854	gjort	231.08	231.3	0.848
31	21548	230.7	232.26	 Vad har han gjort på det året?	[51064, 24788, 2233, 7276, 37420, 4170, 1141, 8841, 1505, 30, 51214]	0.0	-0.312918640318371	1.3353658536585367	0.005498349200934172	0.854	på	231.3	231.66	0.883
31	21548	230.7	232.26	 Vad har han gjort på det året?	[51064, 24788, 2233, 7276, 37420, 4170, 1141, 8841, 1505, 30, 51214]	0.0	-0.312918640318371	1.3353658536585367	0.005498349200934172	0.854	det	231.66	231.84	0.928
31	21548	230.7	232.26	 Vad har han gjort på det året?	[51064, 24788, 2233, 7276, 37420, 4170, 1141, 8841, 1505, 30, 51214]	0.0	-0.312918640318371	1.3353658536585367	0.005498349200934172	0.854	året?	231.84	232.26	0.857
32	21548	234.0	234.68	 Exakt.	[51264, 2111, 5886, 13, 51314]	0.0	-0.312918640318371	1.3353658536585367	0.005498349200934172	0.906	Exakt.	234.0	234.68	0.906
33	21548	235.82	238.96	 Men precis, det är inte riktigt tydligt.	[51364, 6685, 7974, 11, 1141, 3775, 2830, 38420, 5828, 1104, 67, 16770, 13, 51514]	0.0	-0.312918640318371	1.3353658536585367	0.005498349200934172	0.726	Men	235.82	236.48	0.396
33	21548	235.82	238.96	 Men precis, det är inte riktigt tydligt.	[51364, 6685, 7974, 11, 1141, 3775, 2830, 38420, 5828, 1104, 67, 16770, 13, 51514]	0.0	-0.312918640318371	1.3353658536585367	0.005498349200934172	0.726	precis,	236.48	237.16	0.323
33	21548	235.82	238.96	 Men precis, det är inte riktigt tydligt.	[51364, 6685, 7974, 11, 1141, 3775, 2830, 38420, 5828, 1104, 67, 16770, 13, 51514]	0.0	-0.312918640318371	1.3353658536585367	0.005498349200934172	0.726	det	237.8	237.92	0.884
33	21548	235.82	238.96	 Men precis, det är inte riktigt tydligt.	[51364, 6685, 7974, 11, 1141, 3775, 2830, 38420, 5828, 1104, 67, 16770, 13, 51514]	0.0	-0.312918640318371	1.3353658536585367	0.005498349200934172	0.726	är	237.92	238.22	0.864
33	21548	235.82	238.96	 Men precis, det är inte riktigt tydligt.	[51364, 6685, 7974, 11, 1141, 3775, 2830, 38420, 5828, 1104, 67, 16770, 13, 51514]	0.0	-0.312918640318371	1.3353658536585367	0.005498349200934172	0.726	inte	238.22	238.56	0.732
33	21548	235.82	238.96	 Men precis, det är inte riktigt tydligt.	[51364, 6685, 7974, 11, 1141, 3775, 2830, 38420, 5828, 1104, 67, 16770, 13, 51514]	0.0	-0.312918640318371	1.3353658536585367	0.005498349200934172	0.726	riktigt	238.56	238.78	0.826
33	21548	235.82	238.96	 Men precis, det är inte riktigt tydligt.	[51364, 6685, 7974, 11, 1141, 3775, 2830, 38420, 5828, 1104, 67, 16770, 13, 51514]	0.0	-0.312918640318371	1.3353658536585367	0.005498349200934172	0.726	tydligt.	238.78	238.96	0.94
34	21548	239.7	241.38	 Framgår inte. Vi tar nästa.	[51514, 1526, 335, 70, 6057, 2830, 13, 6626, 3112, 6433, 9140, 13, 51664]	0.0	-0.312918640318371	1.3353658536585367	0.005498349200934172	0.773	Framgår	239.7	240.16	0.754
34	21548	239.7	241.38	 Framgår inte. Vi tar nästa.	[51514, 1526, 335, 70, 6057, 2830, 13, 6626, 3112, 6433, 9140, 13, 51664]	0.0	-0.312918640318371	1.3353658536585367	0.005498349200934172	0.773	inte.	240.16	240.38	0.793
34	21548	239.7	241.38	 Framgår inte. Vi tar nästa.	[51514, 1526, 335, 70, 6057, 2830, 13, 6626, 3112, 6433, 9140, 13, 51664]	0.0	-0.312918640318371	1.3353658536585367	0.005498349200934172	0.773	Vi	240.62	240.86	0.444
34	21548	239.7	241.38	 Framgår inte. Vi tar nästa.	[51514, 1526, 335, 70, 6057, 2830, 13, 6626, 3112, 6433, 9140, 13, 51664]	0.0	-0.312918640318371	1.3353658536585367	0.005498349200934172	0.773	tar	240.86	241.02	0.922
34	21548	239.7	241.38	 Framgår inte. Vi tar nästa.	[51514, 1526, 335, 70, 6057, 2830, 13, 6626, 3112, 6433, 9140, 13, 51664]	0.0	-0.312918640318371	1.3353658536585367	0.005498349200934172	0.773	nästa.	241.02	241.38	0.969
35	24548	246.04	247.1	 Det är samma sak här.	[50364, 4237, 3775, 43407, 23366, 6533, 13, 50464]	0.0	-0.3343508944791906	1.2751677852348993	0.0010637302184477448	0.59	Det	246.04	246.3	0.713
35	24548	246.04	247.1	 Det är samma sak här.	[50364, 4237, 3775, 43407, 23366, 6533, 13, 50464]	0.0	-0.3343508944791906	1.2751677852348993	0.0010637302184477448	0.59	är	246.3	246.4	0.808
35	24548	246.04	247.1	 Det är samma sak här.	[50364, 4237, 3775, 43407, 23366, 6533, 13, 50464]	0.0	-0.3343508944791906	1.2751677852348993	0.0010637302184477448	0.59	samma	246.4	246.6	0.562
35	24548	246.04	247.1	 Det är samma sak här.	[50364, 4237, 3775, 43407, 23366, 6533, 13, 50464]	0.0	-0.3343508944791906	1.2751677852348993	0.0010637302184477448	0.59	sak	246.6	246.82	0.631
35	24548	246.04	247.1	 Det är samma sak här.	[50364, 4237, 3775, 43407, 23366, 6533, 13, 50464]	0.0	-0.3343508944791906	1.2751677852348993	0.0010637302184477448	0.59	här.	246.82	247.1	0.351
36	24548	250.7	254.1	 Det har jag knappt reflekterat över faktiskt när jag kollade på CV-na.	[50614, 4237, 2233, 6368, 40979, 83, 1895, 29205, 391, 267, 23026, 35988, 15457, 6368, 44693, 762, 4170, 22995, 12, 629, 13, 50814]	0.0	-0.3343508944791906	1.2751677852348993	0.0010637302184477448	0.843	Det	250.7	250.9	0.863
36	24548	250.7	254.1	 Det har jag knappt reflekterat över faktiskt när jag kollade på CV-na.	[50614, 4237, 2233, 6368, 40979, 83, 1895, 29205, 391, 267, 23026, 35988, 15457, 6368, 44693, 762, 4170, 22995, 12, 629, 13, 50814]	0.0	-0.3343508944791906	1.2751677852348993	0.0010637302184477448	0.843	har	250.9	251.0	0.694
